Inst ID;L;mu;cvr;f;m;cs/cw;S;costs;LB 95% CI;UB 95% CI;avg short;avg waste
8306;1;4;0,5;0%;6;1;9;18,148489;1,81E+01;1,82E+01;3,2%;1,3%
8307;1;4;0,5;0%;6;2;10;23,641896;2,36E+01;2,37E+01;1,0%;3,8%
8308;1;4;0,5;0%;6;5;10;35,676099;3,55E+01;3,58E+01;1,0%;3,8%
8309;1;4;0,5;0%;6;10;11;45,082280;4,48E+01;4,53E+01;0,4%;7,0%
8310;1;4;0,5;0%;10;0,1;9;2,331593;2,32E+00;2,35E+00;3,0%;0,3%
8312;1;4;0,5;0%;10;0,5;9;7,128022;7,10E+00;7,16E+00;3,0%;0,3%
8313;1;4;0,5;0%;10;1;10;9,139629;9,10E+00;9,18E+00;0,7%;1,6%
8314;1;4;0,5;0%;10;2;10;11,921360;1,19E+01;1,20E+01;0,7%;1,6%
8315;1;4;0,5;0%;10;5;11;19,015247;1,89E+01;1,91E+01;0,2%;3,8%
8316;1;4;0,5;0%;10;10;11;22,346635;2,22E+01;2,25E+01;0,2%;3,8%
8317;1;4;0,5;20%;2;0,1;6;12,570824;1,25E+01;1,26E+01;27,0%;0,6%
8319;1;4;0,5;20%;2;0,5;8;35,459684;3,54E+01;3,56E+01;10,0%;4,1%
8320;1;4;0,5;20%;2;1;9;53,938805;5,38E+01;5,41E+01;5,4%;7,8%
8322;1;4;0,5;20%;2;5;10;116,522665;1,16E+02;1,17E+02;3,0%;12,6%
8323;1;4;0,5;20%;2;10;11;160,016896;1,59E+02;1,61E+02;1,9%;17,6%
8324;1;4;0,5;20%;3;0,1;8;6,955357;6,92E+00;6,99E+00;8,6%;1,0%
8325;1;4;0,5;20%;3;0,2;8;10,393887;1,04E+01;1,04E+01;8,6%;1,0%
8326;1;4;0,5;20%;3;0,5;9;17,778709;1,77E+01;1,78E+01;3,5%;2,7%
8327;1;4;0,5;20%;3;1;9;24,759341;2,47E+01;2,48E+01;3,5%;2,7%
8328;1;4;0,5;20%;3;2;10;34,389011;3,43E+01;3,45E+01;1,2%;5,9%
8329;1;4;0,5;20%;3;5;10;48,793956;4,86E+01;4,90E+01;1,2%;5,9%
8330;1;4;0,5;20%;3;10;11;64,588805;6,43E+01;6,49E+01;0,5%;10,0%
8331;1;4;0,5;20%;4;0,1;8;4,233661;4,21E+00;4,25E+00;8,4%;0,2%
8334;1;4;0,5;20%;4;1;10;14,341209;1,43E+01;1,44E+01;0,8%;2,7%
8335;1;4;0,5;20%;4;2;10;17,521085;1,74E+01;1,76E+01;0,8%;2,7%
8336;1;4;0,5;20%;4;5;10;27,060714;2,69E+01;2,72E+01;0,8%;2,7%
8338;1;4;0,5;20%;5;0,1;9;2,381037;2,36E+00;2,40E+00;3,0%;0,3%
8339;1;4;0,5;20%;5;0,2;9;3,572514;3,55E+00;3,60E+00;3,0%;0,3%
8340;1;4;0,5;20%;5;0,5;10;5,895879;5,86E+00;5,94E+00;0,6%;1,2%
8341;1;4;0,5;20%;5;1;10;7,142033;7,09E+00;7,19E+00;0,6%;1,2%
8342;1;4;0,5;20%;5;2;10;9,634341;9,56E+00;9,70E+00;0,6%;1,2%
8346;1;4;0,5;20%;6;0,2;10;2,235220;2,21E+00;2,26E+00;0,6%;0,4%
8348;1;4;0,5;20%;6;1;10;4,035989;4,00E+00;4,07E+00;0,6%;0,4%
8349;1;4;0,5;20%;6;2;10;6,286951;6,23E+00;6,34E+00;0,6%;0,4%
8360;1;4;0,5;50%;2;0,2;8;12,889203;1,28E+01;1,29E+01;8,7%;1,6%
8361;1;4;0,5;50%;2;0,5;9;22,178674;2,21E+01;2,23E+01;3,8%;3,7%
8362;1;4;0,5;50%;2;1;9;29,751168;2,96E+01;2,99E+01;3,8%;3,7%
8364;1;4;0,5;50%;2;5;10;58,488118;5,82E+01;5,88E+01;1,4%;7,1%
8365;1;4;0,5;50%;2;10;11;74,519368;7,42E+01;7,49E+01;0,6%;11,6%
8380;1;4;0,5;80%;2;0,1;8;5,216339;5,19E+00;5,25E+00;8,4%;0,5%
8383;1;4;0,5;80%;2;1;10;15,367720;1,53E+01;1,54E+01;0,6%;3,1%
8384;1;4;0,5;80%;2;2;10;17,823695;1,77E+01;1,79E+01;0,6%;3,1%
8387;1;4;0,5;80%;3;0,1;10;0,857974;8,41E-01;8,75E-01;0,5%;0,2%
8388;1;4;0,5;80%;3;0,2;10;1,070755;1,05E+00;1,09E+00;0,5%;0,2%
8389;1;4;0,5;80%;3;0,5;10;1,709100;1,69E+00;1,73E+00;0,5%;0,2%
8422;1;4;0,5;100%;2;0,1;9;3,595810;3,56E+00;3,63E+00;2,9%;0,6%
8423;1;4;0,5;100%;2;0,2;9;4,774931;4,74E+00;4,81E+00;2,9%;0,6%
8424;1;4;0,5;100%;2;0,5;10;7,779808;7,72E+00;7,84E+00;0,5%;1,7%
8426;1;4;0,5;100%;2;2;10;10,963805;1,09E+01;1,11E+01;0,5%;1,7%
8443;1;4;0,7;0%;2;0,1;5;18,134588;1,81E+01;1,82E+01;39,7%;0,9%
8444;1;4;0,7;0%;2;0,2;6;30,399629;3,03E+01;3,05E+01;29,7%;2,3%
8446;1;4;0,7;0%;2;1;8;89,969093;8,98E+01;9,02E+01;15,0%;8,1%
8447;1;4;0,7;0%;2;2;9;134,154876;1,34E+02;1,34E+02;10,5%;12,3%
8448;1;4;0,7;0%;2;5;11;213,957005;2,13E+02;2,15E+02;5,5%;21,5%
8449;1;4;0,7;0%;2;10;13;298,335577;2,97E+02;2,99E+02;3,3%;30,0%
8450;1;4;0,7;0%;3;0,1;7;12,676010;1,26E+01;1,27E+01;19,9%;1,4%
8451;1;4;0,7;0%;3;0,2;7;20,652706;2,06E+01;2,07E+01;19,9%;1,4%
8452;1;4;0,7;0%;3;0,5;8;37,966587;3,79E+01;3,81E+01;12,9%;3,4%
8453;1;4;0,7;0%;3;1;9;56,634890;5,65E+01;5,68E+01;8,0%;6,3%
8454;1;4;0,7;0%;3;2;10;81,045124;8,08E+01;8,13E+01;4,8%;10,0%
8455;1;4;0,7;0%;3;5;11;123,767995;1,23E+02;1,24E+02;3,0%;14,1%
8456;1;4;0,7;0%;3;10;12;165,988599;1,65E+02;1,67E+02;2,0%;18,3%
8457;1;4;0,7;0%;4;0,1;7;9,644540;9,62E+00;9,67E+00;19,7%;0,6%
8458;1;4;0,7;0%;4;0,2;8;15,871058;1,58E+01;1,59E+01;12,4%;1,7%
8459;1;4;0,7;0%;4;0,5;9;29,042995;2,90E+01;2,91E+01;7,3%;3,7%
8461;1;4;0,7;0%;4;2;10;60,682074;6,05E+01;6,09E+01;4,1%;6,7%
8462;1;4;0,7;0%;4;5;11;91,471909;9,11E+01;9,18E+01;2,3%;10,3%
8463;1;4;0,7;0%;4;10;12;119,946360;1,19E+02;1,20E+02;1,4%;14,0%
8464;1;4;0,7;0%;5;0,1;8;7,784780;7,75E+00;7,82E+00;12,1%;0,8%
8465;1;4;0,7;0%;5;0,2;8;12,638516;1,26E+01;1,27E+01;12,1%;0,8%
8466;1;4;0,7;0%;5;0,5;9;22,487363;2,24E+01;2,26E+01;6,9%;2,3%
8468;1;4;0,7;0%;5;2;11;48,011951;4,79E+01;4,81E+01;1,9%;7,7%
8471;1;4;0,7;0%;6;0,1;8;6,346690;6,32E+00;6,37E+00;12,0%;0,4%
8473;1;4;0,7;0%;6;0,5;9;18,869815;1,88E+01;1,89E+01;6,7%;1,5%
8474;1;4;0,7;0%;6;1;10;27,071635;2,70E+01;2,72E+01;3,4%;3,4%
8475;1;4;0,7;0%;6;2;11;38,379327;3,83E+01;3,85E+01;1,7%;6,0%
8476;1;4;0,7;0%;6;5;12;55,848283;5,57E+01;5,60E+01;0,8%;9,0%
8477;1;4;0,7;0%;6;10;12;72,538874;7,22E+01;7,29E+01;0,8%;9,0%
8478;1;4;0,7;0%;10;0,1;9;3,634190;3,62E+00;3,65E+00;6,4%;0,3%
8479;1;4;0,7;0%;10;0,2;9;6,194615;6,17E+00;6,22E+00;6,4%;0,3%
8480;1;4;0,7;0%;10;0,5;10;10,329705;1,03E+01;1,04E+01;3,0%;1,1%
8481;1;4;0,7;0%;10;1;11;15,692857;1,56E+01;1,57E+01;1,2%;2,6%
8483;1;4;0,7;0%;10;5;12;29,455426;2,93E+01;2,96E+01;0,5%;4,7%
8484;1;4;0,7;0%;10;10;13;37,911470;3,77E+01;3,81E+01;0,2%;6,8%
8485;1;4;0,7;20%;2;0,1;6;16,883462;1,68E+01;1,69E+01;29,4%;1,8%
8486;1;4;0,7;20%;2;0,2;6;28,649135;2,86E+01;2,87E+01;29,4%;1,8%
8487;1;4;0,7;20%;2;0,5;8;52,727404;5,26E+01;5,29E+01;14,3%;6,6%
8488;1;4;0,7;20%;2;1;9;79,835440;7,97E+01;8,00E+01;9,5%;10,3%
8489;1;4;0,7;20%;2;2;10;115,348420;1,15E+02;1,16E+02;6,4%;14,6%
8492;1;4;0,7;20%;3;0,1;7;10,538413;1,05E+01;1,06E+01;19,7%;0,8%
8493;1;4;0,7;20%;3;0,2;8;17,227747;1,72E+01;1,73E+01;12,4%;2,0%
8494;1;4;0,7;20%;3;0,5;9;30,576133;3,05E+01;3,07E+01;7,3%;4,2%
8495;1;4;0,7;20%;3;1;9;45,079396;4,49E+01;4,52E+01;7,3%;4,2%
8498;1;4;0,7;20%;3;10;12;118,182761;1,18E+02;1,19E+02;1,2%;14,8%
8499;1;4;0,7;20%;4;0,1;8;7,212184;7,18E+00;7,24E+00;12,1%;0,7%
8500;1;4;0,7;20%;4;0,2;9;11,983956;1,19E+01;1,20E+01;6,7%;1,7%
8502;1;4;0,7;20%;4;1;10;28,046497;2,79E+01;2,81E+01;3,4%;3,6%
8503;1;4;0,7;20%;4;2;11;39,291346;3,92E+01;3,94E+01;1,6%;6,3%
8504;1;4;0,7;20%;4;5;12;57,059135;5,69E+01;5,73E+01;0,8%;9,5%
8505;1;4;0,7;20%;4;10;12;72,411470;7,20E+01;7,28E+01;0,8%;9,5%
8507;1;4;0,7;20%;5;0,2;9;7,793613;7,76E+00;7,83E+00;6,5%;0,7%
8508;1;4;0,7;20%;5;0,5;10;13,098077;1,30E+01;1,32E+01;3,1%;1,8%
8509;1;4;0,7;20%;5;1;10;19,222115;1,91E+01;1,93E+01;3,1%;1,8%
8514;1;4;0,7;20%;6;0,2;10;5,578915;5,54E+00;5,61E+00;2,9%;0,8%
8515;1;4;0,7;20%;6;0,5;10;9,102782;9,05E+00;9,15E+00;2,9%;0,8%
8516;1;4;0,7;20%;6;1;11;12,521909;1,25E+01;1,26E+01;1,2%;2,0%
8517;1;4;0,7;20%;6;2;11;17,155563;1,71E+01;1,73E+01;1,2%;2,0%
8518;1;4;0,7;20%;6;5;12;23,642514;2,35E+01;2,38E+01;0,4%;3,7%
8519;1;4;0,7;20%;6;10;13;31,232555;3,11E+01;3,14E+01;0,1%;6,0%
8521;1;4;0,7;20%;10;0,2;11;1,240426;1,23E+00;1,26E+00;1,0%;0,1%
8522;1;4;0,7;20%;10;0,5;12;1,945810;1,92E+00;1,97E+00;0,3%;0,3%
8524;1;4;0,7;20%;10;2;12;3,698832;3,65E+00;3,75E+00;0,3%;0,3%
8527;1;4;0,7;50%;2;0,1;6;14,615968;1,46E+01;1,47E+01;29,1%;1,0%
8528;1;4;0,7;50%;2;0,2;7;23,218723;2,31E+01;2,33E+01;20,2%;2,2%
8530;1;4;0,7;50%;2;1;9;57,807074;5,76E+01;5,80E+01;7,9%;6,7%
8531;1;4;0,7;50%;2;2;10;79,143475;7,89E+01;7,94E+01;4,5%;10,1%
8532;1;4;0,7;50%;2;5;11;115,263874;1,15E+02;1,16E+02;2,5%;14,2%
8533;1;4;0,7;50%;2;10;12;148,666415;1,48E+02;1,49E+02;1,5%;18,5%
8534;1;4;0,7;50%;3;0,1;8;7,214162;7,18E+00;7,25E+00;12,0%;0,7%
8537;1;4;0,7;50%;3;1;10;24,677610;2,46E+01;2,48E+01;3,1%;3,0%
8538;1;4;0,7;50%;3;2;11;32,653228;3,25E+01;3,28E+01;1,3%;5,3%
8541;1;4;0,7;50%;4;0,1;9;3,620467;3,59E+00;3,65E+00;6,4%;0,3%
8542;1;4;0,7;50%;4;0,2;10;5,158681;5,12E+00;5,20E+00;2,9%;0,7%
8543;1;4;0,7;50%;4;0,5;11;8,584959;8,52E+00;8,65E+00;1,1%;1,6%
8544;1;4;0,7;50%;4;1;11;10,733104;1,07E+01;1,08E+01;1,1%;1,6%
8548;1;4;0,7;50%;5;0,1;10;1,670865;1,65E+00;1,69E+00;2,8%;0,1%
8549;1;4;0,7;50%;5;0,2;11;2,328558;2,30E+00;2,36E+00;1,0%;0,4%
8550;1;4;0,7;50%;5;0,5;11;3,552335;3,51E+00;3,59E+00;1,0%;0,4%
8551;1;4;0,7;50%;5;1;12;4,692788;4,64E+00;4,74E+00;0,3%;0,9%
8552;1;4;0,7;50%;5;2;12;5,819849;5,76E+00;5,88E+00;0,3%;0,9%
8557;1;4;0,7;50%;6;0,5;12;1,369815;1,35E+00;1,39E+00;0,3%;0,2%
8558;1;4;0,7;50%;6;1;12;1,915385;1,88E+00;1,95E+00;0,3%;0,2%
8570;1;4;0,7;80%;2;0,2;8;16,396346;1,63E+01;1,65E+01;12,2%;1,9%
8572;1;4;0,7;80%;2;1;10;37,028091;3,69E+01;3,72E+01;3,3%;5,8%
8574;1;4;0,7;80%;2;5;11;66,820948;6,65E+01;6,71E+01;1,4%;9,1%
8575;1;4;0,7;80%;2;10;12;79,752747;7,94E+01;8,01E+01;0,5%;13,0%
8576;1;4;0,7;80%;3;0,1;9;3,780749;3,75E+00;3,81E+00;6,4%;0,3%
8577;1;4;0,7;80%;3;0,2;10;5,358901;5,31E+00;5,40E+00;2,9%;0,8%
8578;1;4;0,7;80%;3;0,5;11;8,710989;8,64E+00;8,78E+00;1,1%;1,6%
8579;1;4;0,7;80%;3;1;11;10,820124;1,07E+01;1,09E+01;1,1%;1,6%
8581;1;4;0,7;80%;3;5;12;18,635577;1,85E+01;1,88E+01;0,3%;3,1%
8583;1;4;0,7;80%;4;0,1;11;1,089622;1,07E+00;1,11E+00;1,0%;0,2%
8584;1;4;0,7;80%;4;0,2;11;1,500810;1,48E+00;1,52E+00;1,0%;0,2%
8585;1;4;0,7;80%;4;0,5;12;2,254087;2,22E+00;2,29E+00;0,3%;0,4%
8586;1;4;0,7;80%;4;1;12;2,824038;2,78E+00;2,86E+00;0,3%;0,4%
8587;1;4;0,7;80%;4;2;12;3,963942;3,91E+00;4,02E+00;0,3%;0,4%
8611;1;4;0,7;100%;2;0,1;8;8,462891;8,42E+00;8,51E+00;12,0%;1,0%
8613;1;4;0,7;100%;2;0,5;9;20,793578;2,07E+01;2,09E+01;6,4%;2,1%
8614;1;4;0,7;100%;2;1;10;27,059409;2,69E+01;2,72E+01;2,9%;3,8%
8616;1;4;0,7;100%;2;5;11;48,501717;4,82E+01;4,88E+01;1,1%;6,4%
8617;1;4;0,7;100%;2;10;12;55,037981;5,48E+01;5,53E+01;0,3%;9,7%
8618;1;4;0,7;100%;3;0,1;10;2,106751;2,08E+00;2,13E+00;2,8%;0,2%
8619;1;4;0,7;100%;3;0,2;11;3,180302;3,14E+00;3,22E+00;1,0%;0,6%
8620;1;4;0,7;100%;3;0,5;11;4,390522;4,34E+00;4,44E+00;1,0%;0,6%
8621;1;4;0,7;100%;3;1;12;6,167308;6,10E+00;6,23E+00;0,3%;1,3%
8622;1;4;0,7;100%;3;2;12;7,243338;7,16E+00;7,32E+00;0,3%;1,3%
8623;1;4;0,7;100%;3;5;12;10,471429;1,03E+01;1,06E+01;0,3%;1,3%
8653;1;4;1;0%;2;0,1;4;23,746387;2,37E+01;2,38E+01;52,6%;1,4%
8654;1;4;1;0%;2;0,2;5;41,005096;4,09E+01;4,11E+01;42,6%;2,9%
8655;1;4;1;0%;2;0,5;7;79,528709;7,94E+01;7,97E+01;26,6%;8,2%
8656;1;4;1;0%;2;1;8;125,579670;1,25E+02;1,26E+02;20,8%;11,8%
8657;1;4;1;0%;2;2;10;188,675549;1,88E+02;1,89E+02;12,8%;19,8%
8658;1;4;1;0%;2;5;13;306,406662;3,06E+02;3,07E+02;6,8%;31,3%
8659;1;4;1;0%;2;10;15;424,310714;4,23E+02;4,26E+02;4,8%;37,9%
8660;1;4;1;0%;6;0,1;8;9,621964;9,59E+00;9,66E+00;17,1%;0,8%
8662;1;4;1;0%;6;0,5;10;29,201992;2,91E+01;2,93E+01;7,9%;3,5%
8663;1;4;1;0%;6;1;11;43,392376;4,33E+01;4,35E+01;5,2%;5,6%
8664;1;4;1;0%;6;2;12;61,118475;6,09E+01;6,13E+01;3,4%;8,1%
8665;1;4;1;0%;6;5;13;91,335714;9,10E+01;9,17E+01;2,2%;10,7%
8666;1;4;1;0%;6;10;15;115,482761;1,15E+02;1,16E+02;1,0%;16,0%
8667;1;4;1;0%;10;0,1;9;5,855927;5,83E+00;5,88E+00;11,5%;0,4%
8668;1;4;1;0%;10;0,2;10;9,596552;9,56E+00;9,64E+00;7,4%;1,0%
8669;1;4;1;0%;10;0,5;11;17,199210;1,71E+01;1,73E+01;4,7%;2,0%
8670;1;4;1;0%;10;1;12;25,357761;2,53E+01;2,54E+01;2,8%;3,5%
8671;1;4;1;0%;10;2;13;35,315934;3,52E+01;3,54E+01;1,7%;5,3%
8672;1;4;1;0%;10;5;14;50,765247;5,05E+01;5,10E+01;1,0%;7,2%
8674;1;4;1;20%;2;0,1;5;22,867665;2,28E+01;2,29E+01;42,4%;2,5%
8676;1;4;1;20%;2;0,5;7;74,834272;7,47E+01;7,50E+01;26,1%;7,1%
8677;1;4;1;20%;2;1;9;116,609478;1,16E+02;1,17E+02;15,4%;14,0%
8679;1;4;1;20%;2;5;13;270,118201;2,69E+02;2,71E+02;5,7%;29,4%
8680;1;4;1;20%;2;10;15;367,581044;3,66E+02;3,69E+02;3,8%;36,1%
8681;1;4;1;20%;3;0,1;6;15,971641;1,59E+01;1,60E+01;32,4%;1,1%
8682;1;4;1;20%;3;0,2;7;26,508146;2,64E+01;2,66E+01;24,4%;2,3%
8683;1;4;1;20%;3;0,5;9;49,463427;4,93E+01;4,96E+01;12,8%;6,4%
8684;1;4;1;20%;3;1;10;73,319505;7,31E+01;7,35E+01;9,0%;9,3%
8685;1;4;1;20%;3;2;11;104,084135;1,04E+02;1,04E+02;6,3%;12,6%
8686;1;4;1;20%;3;5;13;155,715453;1,55E+02;1,56E+02;3,1%;19,5%
8687;1;4;1;20%;3;10;15;204,146978;2,03E+02;2,05E+02;1,6%;26,1%
8688;1;4;1;20%;4;0,1;7;11,980323;1,19E+01;1,20E+01;24,0%;0,8%
8689;1;4;1;20%;4;0,2;8;19,451429;1,94E+01;1,95E+01;17,3%;1,7%
8690;1;4;1;20%;4;0,5;9;35,322115;3,52E+01;3,54E+01;12,0%;3,1%
8692;1;4;1;20%;4;2;12;72,852885;7,26E+01;7,31E+01;3,5%;10,4%
8693;1;4;1;20%;4;5;13;106,729121;1,06E+02;1,07E+02;2,3%;13,4%
8694;1;4;1;20%;4;10;15;137,197115;1,37E+02;1,38E+02;1,0%;19,4%
8695;1;4;1;20%;5;0,1;8;9,089203;9,05E+00;9,13E+00;17,0%;0,7%
8696;1;4;1;20%;5;0,2;9;14,645852;1,46E+01;1,47E+01;11,7%;1,5%
8698;1;4;1;20%;5;1;11;37,706799;3,76E+01;3,78E+01;4,9%;4,5%
8699;1;4;1;20%;5;2;12;52,478159;5,23E+01;5,27E+01;3,1%;6,7%
8700;1;4;1;20%;5;5;14;76,705426;7,64E+01;7,70E+01;1,2%;11,9%
8701;1;4;1;20%;5;10;15;97,222527;9,68E+01;9,77E+01;0,7%;14,6%
8702;1;4;1;20%;6;0,1;9;7,108674;7,07E+00;7,15E+00;11,5%;0,7%
8704;1;4;1;20%;6;0,5;11;19,942102;1,99E+01;2,00E+01;4,7%;2,7%
8706;1;4;1;20%;6;2;13;40,057349;3,99E+01;4,02E+01;1,7%;6,3%
8707;1;4;1;20%;6;5;14;56,799588;5,65E+01;5,71E+01;1,0%;8,6%
8708;1;4;1;20%;6;10;15;72,001305;7,16E+01;7,24E+01;0,6%;11,0%
8709;1;4;1;20%;10;0,1;11;2,816820;2,79E+00;2,84E+00;4,4%;0,3%
8710;1;4;1;20%;10;0,2;12;4,492019;4,46E+00;4,53E+00;2,5%;0,6%
8711;1;4;1;20%;10;0,5;12;7,518578;7,47E+00;7,57E+00;2,5%;0,6%
8712;1;4;1;20%;10;1;13;10,402610;1,03E+01;1,05E+01;1,4%;1,2%
8713;1;4;1;20%;10;2;14;14,234684;1,41E+01;1,43E+01;0,7%;2,1%
8714;1;4;1;20%;10;5;15;20,431456;2,03E+01;2,06E+01;0,4%;3,2%
8715;1;4;1;20%;10;10;16;26,052610;2,58E+01;2,63E+01;0,2%;4,6%
8716;1;4;1;50%;2;0,1;5;21,128997;2,11E+01;2,12E+01;42,1%;1,8%
8717;1;4;1;50%;2;0,2;6;35,430701;3,53E+01;3,55E+01;33,0%;3,3%
8718;1;4;1;50%;2;0,5;8;65,351889;6,52E+01;6,55E+01;18,9%;7,8%
8719;1;4;1;50%;2;1;9;97,589286;9,73E+01;9,78E+01;13,9%;10,9%
8721;1;4;1;50%;2;5;13;207,493819;2,07E+02;2,08E+02;3,8%;25,5%
8722;1;4;1;50%;2;10;14;271,586607;2,70E+02;2,73E+02;2,8%;29,1%
8723;1;4;1;50%;6;0,1;11;3,357109;3,32E+00;3,39E+00;4,4%;0,4%
8724;1;4;1;50%;6;0,2;11;5,122459;5,08E+00;5,16E+00;4,4%;0,4%
8725;1;4;1;50%;6;0,5;12;8,237157;8,17E+00;8,30E+00;2,5%;0,8%
8726;1;4;1;50%;6;1;13;11,232555;1,11E+01;1,13E+01;1,4%;1,4%
8727;1;4;1;50%;6;2;14;15,152060;1,50E+01;1,53E+01;0,7%;2,3%
8728;1;4;1;50%;6;5;15;21,439423;2,13E+01;2,16E+01;0,3%;3,5%
8729;1;4;1;50%;6;10;16;27,353915;2,71E+01;2,76E+01;0,2%;5,0%
8737;1;4;1;80%;2;0,1;6;18,638530;1,86E+01;1,87E+01;32,6%;2,0%
8738;1;4;1;80%;2;0,2;7;30,047102;3,00E+01;3,01E+01;24,5%;3,4%
8739;1;4;1;80%;2;0,5;9;53,101786;5,29E+01;5,33E+01;12,5%;7,5%
8740;1;4;1;80%;2;1;10;75,600000;7,54E+01;7,58E+01;8,5%;10,3%
8741;1;4;1;80%;2;2;11;103,208104;1,03E+02;1,04E+02;5,6%;13,5%
8742;1;4;1;80%;2;5;13;146,263324;1,46E+02;1,47E+02;2,2%;20,6%
8743;1;4;1;80%;2;10;14;182,165179;1,81E+02;1,83E+02;1,4%;24,3%
8744;1;4;1;80%;3;0,1;8;9,771037;9,72E+00;9,82E+00;17,0%;0,9%
8745;1;4;1;80%;3;0,2;9;14,955000;1,49E+01;1,50E+01;11,6%;1,6%
8746;1;4;1;80%;3;0,5;10;25,034203;2,49E+01;2,52E+01;7,5%;2,7%
8748;1;4;1;80%;3;2;12;46,689766;4,65E+01;4,69E+01;2,7%;6,1%
8749;1;4;1;80%;3;5;14;65,492170;6,52E+01;6,58E+01;0,8%;11,0%
8751;1;4;1;80%;4;0,1;10;4,874121;4,83E+00;4,92E+00;7,3%;0,5%
8752;1;4;1;80%;4;0,2;11;7,279162;7,22E+00;7,34E+00;4,4%;1,0%
8753;1;4;1;80%;4;0,5;12;11,656937;1,16E+01;1,17E+01;2,5%;1,7%
8754;1;4;1;80%;4;1;13;16,283173;1,62E+01;1,64E+01;1,4%;2,7%
8755;1;4;1;80%;4;2;13;21,718750;2,16E+01;2,19E+01;1,4%;2,7%
8756;1;4;1;80%;4;5;14;30,482761;3,02E+01;3,07E+01;0,7%;4,0%
8757;1;4;1;80%;4;10;15;37,362431;3,70E+01;3,77E+01;0,3%;5,7%
8758;1;4;1;80%;5;0,1;12;2,379169;2,35E+00;2,41E+00;2,5%;0,4%
8759;1;4;1;80%;5;0,2;12;3,373448;3,33E+00;3,41E+00;2,5%;0,4%
8760;1;4;1;80%;5;0,5;13;5,283104;5,22E+00;5,34E+00;1,3%;0,7%
8761;1;4;1;80%;5;1;14;7,266071;7,19E+00;7,35E+00;0,7%;1,1%
8764;1;4;1;80%;5;10;16;16,953915;1,67E+01;1,72E+01;0,1%;2,8%
8765;1;4;1;80%;6;0,1;13;1,038139;1,02E+00;1,06E+00;1,3%;0,1%
8766;1;4;1;80%;6;0,2;13;1,566113;1,54E+00;1,59E+00;1,3%;0,1%
8767;1;4;1;80%;6;0,5;14;2,346909;2,31E+00;2,38E+00;0,7%;0,3%
8769;1;4;1;80%;6;2;16;4,334959;4,27E+00;4,40E+00;0,1%;0,8%
8779;1;4;1;100%;2;0,1;7;16,586305;1,65E+01;1,67E+01;24,1%;2,2%
8780;1;4;1;100%;2;0,2;8;26,075893;2,60E+01;2,62E+01;17,3%;3,6%
8783;1;4;1;100%;2;2;11;83,843338;8,35E+01;8,42E+01;4,9%;10,6%
8784;1;4;1;100%;2;5;13;115,235371;1,15E+02;1,16E+02;1,7%;17,3%
8789;1;4;1;100%;6;1;16;1,118475;1,09E+00;1,15E+00;0,1%;0,1%
8800;1;4;1,5;0%;2;0,1;3;30,813056;3,08E+01;3,09E+01;66,1%;3,1%
8801;1;4;1,5;0%;2;0,2;4;55,061758;5,50E+01;5,52E+01;56,7%;5,3%
8802;1;4;1,5;0%;2;0,5;6;111,633757;1,11E+02;1,12E+02;41,0%;11,2%
8803;1;4;1,5;0%;2;1;8;180,409615;1,80E+02;1,81E+02;29,6%;18,1%
8805;1;4;1,5;0%;2;5;15;455,699863;4,54E+02;4,57E+02;10,7%;40,4%
8806;1;4;1,5;0%;2;10;18;634,580838;6,32E+02;6,37E+02;7,5%;47,4%
8807;1;4;1,5;0%;3;0,1;5;24,665151;2,46E+01;2,47E+01;46,9%;2,7%
8808;1;4;1,5;0%;3;0,2;6;42,683819;4,26E+01;4,28E+01;39,2%;4,5%
8809;1;4;1,5;0%;3;0,5;8;83,385680;8,32E+01;8,36E+01;26,8%;9,2%
8810;1;4;1,5;0%;3;1;10;130,669093;1,30E+02;1,31E+02;18,2%;15,1%
8811;1;4;1,5;0%;3;2;12;193,039354;1,93E+02;1,94E+02;12,4%;21,2%
8813;1;4;1,5;0%;3;10;18;403,763118;4,02E+02;4,05E+02;4,4%;37,4%
8814;1;4;1,5;0%;4;0,1;6;20,394389;2,03E+01;2,05E+01;38,6%;2,0%
8816;1;4;1,5;0%;4;0,5;9;66,871223;6,67E+01;6,70E+01;21,0%;7,3%
8817;1;4;1,5;0%;4;1;11;103,365522;1,03E+02;1,04E+02;13,7%;12,4%
8818;1;4;1,5;0%;4;2;13;150,491003;1,50E+02;1,51E+02;9,0%;17,8%
8819;1;4;1,5;0%;4;5;16;229,458585;2,29E+02;2,30E+02;4,9%;25,8%
8820;1;4;1,5;0%;4;10;19;301,684341;3,01E+02;3,03E+02;2,8%;32,9%
8822;1;4;1,5;0%;5;0,2;8;29,342720;2,93E+01;2,94E+01;25,3%;3,0%
8823;1;4;1,5;0%;5;0,5;9;55,874725;5,57E+01;5,60E+01;20,3%;4,6%
8825;1;4;1,5;0%;5;2;13;122,432212;1,22E+02;1,23E+02;8,2%;13,5%
8826;1;4;1,5;0%;5;5;17;183,919162;1,83E+02;1,85E+02;3,3%;23,3%
8827;1;4;1,5;0%;5;10;19;238,079327;2,37E+02;2,39E+02;2,2%;27,8%
8828;1;4;1,5;0%;6;0,1;7;15,027740;1,50E+01;1,51E+01;31,2%;0,9%
8829;1;4;1,5;0%;6;0,2;8;25,401882;2,53E+01;2,55E+01;25,1%;1,7%
